0.93124,-0.64886,0.050815,-0.15542,0.58808,0.48157,-0.31203,0.48778,-0.10121,0.57555,-0.29518,-0.14213,0.60042,-0.5606,0.63658,-0.43032,0.39934,0.38461,0.48326,0.073823,0.59836,0.4663,-0.27667,0.28694,0.18623,0.2749,0.4277,-0.13167,0.22085,0.37591,0.024127,-0.12835,0.041379,-0.19367,0.15492,-0.18984,-0.16956,-0.25085,-0.28456,0.26581,0.21369,-0.34116,0.3112,0.47144,-0.1654,0.33292,0.057652,-0.26103,-0.059417,0.38597,0.19773,-0.26392,0.2096,0.20489,-0.1376,0.39327,-0.3002,-0.2498,-0.48137,-0.013214,0.16977,0.023293,-0.34889,-0.2544,0.12072,0.21161,0.34701,0.080627,0.32463,-0.10792,0.11916,-0.16318,0.1229,0.10339,0.034482,0.35859,0.18245,0.2768,0.37128,-0.15144,-0.36009,-0.088555,0.18691,-0.11242,0.35447,0.18451,-0.34949,-0.014434,0.17531,0.22182,0.023048,-0.034641,-0.25749,-0.15654,0.11056,-0.26167,-0.32871,-0.055131,-0.038337,-0.094366
-0.64886,1.0261,0.44963,0.23745,-0.59912,-0.47071,0.71344,-0.45422,0.26501,-0.60193,0.20634,-0.20016,-0.4644,0.73779,-0.59294,0.72416,-0.46923,-0.48191,-0.59836,-0.25807,-0.61134,-0.44672,0.51118,-0.25541,-0.16504,-0.21239,-0.3817,0.29646,-0.25477,-0.33388,-0.33667,-0.19912,-0.29819,0.28571,-0.24653,0.060268,0.4521,0.45566,0.32732,-0.30677,-0.38802,0.31545,-0.35904,-0.50258,0.24654,-0.41009,-0.12782,0.41173,-0.18228,-0.53244,-0.39062,0.37989,-0.27596,-0.30937,0.20718,-0.38072,0.39181,0.15403,0.56145,-0.075566,-0.2657,-0.15054,0.55899,0.28406,-0.23327,-0.24386,-0.33517,-0.058957,-0.32695,0.058844,-0.35573,0.04569,-0.22732,-0.36102,-0.15319,-0.52054,-0.16918,-0.38642,-0.42385,0.11273,0.31811,0.094784,-0.29821,-0.039044,-0.29593,-0.25251,0.25323,-0.2532,-0.27481,-0.46801,-0.31811,-0.0060405,0.080879,-0.044124,-0.14233,0.28551,0.46019,0.20801,-0.11782,-0.038087
0.050815,0.44963,1.2666,0.48772,-0.21872,-0.13453,-0.034159,-0.19366,0.66892,-0.11759,-0.25163,-0.46835,-0.27254,0.15081,-0.26233,0.064067,-0.10536,-0.18969,0.071961,0.073999,-0.24082,-0.21817,0.11418,-0.23368,0.040329,-0.14637,-0.14275,0.5964,-0.26808,-0.19003,0.0065929,-0.11488,-0.15525,0.14141,-0.28247,0.62866,0.3525,0.1131,0.25531,-0.19868,-0.01013,0.096452,-0.013718,-0.17298,0.29643,-0.085715,-0.027016,0.11058,-0.14271,-0.23903,-0.074949,0.28815,0.021377,0.12308,0.19758,-0.032925,0.063661,0.023683,0.2634,-0.30808,-0.28708,-0.052277,0.15702,0.1667,-0.045719,-0.1284,-0.082898,-0.32458,-0.17068,0.042319,-0.079915,0.15884,-0.075656,-0.20262,0.14173,-0.23679,-0.10968,-0.08175,-0.24932,0.31932,0.17665,0.072623,-0.11727,0.10814,-0.37192,-0.21402,0.13211,0.041406,-0.19572,-0.082392,0.22498,0.057958,0.18036,0.33951,-0.30105,0.10025,0.050885,-0.13488,0.0311,-0.0072135
-0.15542,0.23745,0.48772,1.064,-0.14868,-0.13194,-0.080195,-0.12144,0.42023,-0.17585,-0.2515,-0.53479,-0.23422,0.10341,-0.23356,0.025572,-0.24747,-0.014795,0.056935,-0.156,-0.1567,-0.21225,-0.022773,-0.2719,0.1026,-0.16564,-0.14856,0.42594,-0.41622,-0.1249,-0.21381,-0.13209,-0.37086,0.12199,-0.20096,0.25172,0.46688,0.12705,0.35227,-0.18542,0.011809,-0.029558,0.13177,-0.126,0.41721,-0.16466,-0.037943,0.13409,-0.27284,-0.22546,-0.083056,0.28913,0.04952,0.063379,0.35291,0.025574,-0.03061,-0.17832,0.10594,-0.38272,-0.31776,-0.14604,0.18803,0.085326,-0.047072,-0.23909,-0.11249,-0.17383,-0.1902,0.027589,-0.30942,-0.024112,-0.30073,-0.19859,0.16444,-0.20104,0.008313,-0.091583,-0.17287,0.26927,0.094644,0.13361,-0.18118,-0.02076,-0.2992,-0.24392,-0.12324,-0.24022,-0.21081,-0.24048,-0.016607,-0.031654,0.23028,0.19846,-0.27353,0.04159,0.050297,-0.084978,-0.10944,-0.17787
0.58808,-0.59912,-0.21872,-0.14868,0.94989,0.55869,-0.30011,0.46428,-0.046428,0.46866,-0.38313,-0.24824,0.50055,-0.53624,0.46612,-0.44383,0.25637,0.38704,0.40084,0.045447,0.58804,0.40518,-0.36491,0.20172,0.33945,0.23795,0.41359,0.042499,0.13804,0.33064,-0.0094892,-0.026771,-0.051937,-0.15917,0.12767,-0.11872,0.00077181,-0.25896,-0.16879,0.17097,0.3169,-0.34688,0.30283,0.48018,0.018331,0.2647,0.17914,-0.22605,-0.12615,0.41484,0.25515,-0.11703,0.2641,0.22569,-0.023093,0.32154,-0.30209,-0.28523,-0.39975,-0.071151,0.055194,-0.0074466,-0.23235,-0.21719,0.12819,0.09829,0.33841,0.060672,0.2532,-0.025159,0.033588,-0.12255,-0.011372,-0.0064873,0.21836,0.22386,0.24033,0.22918,0.34828,-0.039411,-0.3342,-0.030511,0.08406,-0.094485,0.27733,0.084681,-0.38327,-0.030877,0.092763,0.092341,-0.048399,0.087184,-0.18525,-0.013832,-0.040925,-0.2453,-0.33385,-0.12189,-0.15464,-0.18625
0.48157,-0.47071,-0.13453,-0.13194,0.55869,0.95424,-0.18463,0.46664,0.081124,0.36718,-0.34063,-0.12216,0.41349,-0.45817,0.41484,-0.43052,0.23947,0.22444,0.33043,0.014429,0.46396,0.34777,-0.20335,0.20709,0.41166,0.32432,0.42955,0.090974,0.2012,0.30634,-0.04643,0.012343,-0.018255,-0.066962,0.11001,-0.037325,0.046597,-0.10385,-0.12686,0.14842,0.23152,-0.22534,0.32185,0.37902,0.12244,0.37336,0.1475,-0.08901,-0.062469,0.28004,0.15467,-0.14785,0.21604,0.23179,0.069026,0.22448,-0.21813,-0.23531,-0.30546,-0.071063,0.011747,-0.079446,-0.18435,-0.23516,0.12053,0.16125,0.29375,0.092518,0.2509,0.026316,0.015008,-0.15156,-0.079623,-0.0062076,0.11734,0.14928,0.25731,0.18306,0.21079,0.0041643,-0.25066,0.047269,0.074311,-0.13321,0.27064,-0.011055,-0.1658,-0.030855,0.095399,0.096286,-0.051834,0.11068,-0.20937,-0.024472,-0.084835,-0.18858,-0.26442,-0.064184,-0.12838,-0.11774
-0.31203,0.71344,-0.034159,-0.080195,-0.30011,-0.18463,1.0456,-0.21614,0.099202,-0.41084,0.18534,-0.070069,-0.2276,0.58004,-0.38432,0.57262,-0.29511,-0.3297,-0.4918,-0.25197,-0.39812,-0.30599,0.41696,-0.13117,-0.12846,-0.10199,-0.27391,0.098369,-0.014528,-0.23773,-0.23397,-0.1676,-0.22633,0.18395,-0.075887,-0.038052,0.18608,0.35188,0.14408,-0.14076,-0.36163,0.29065,-0.31141,-0.32716,0.079283,-0.23339,-0.089705,0.32067,-0.1579,-0.39727,-0.22649,0.25252,-0.24592,-0.30029,0.026569,-0.33121,0.31361,0.20015,0.40318,0.048176,-0.089708,-0.062751,0.44031,0.16217,-0.18039,-0.11265,-0.28922,0.029498,-0.17882,0.035826,-0.24726,0.03444,-0.10795,-0.1494,-0.25735,-0.30177,-0.12809,-0.25772,-0.27826,-0.042651,0.23458,0.0081173,-0.15277,-0.0042914,-0.092942,-0.080052,0.21538,-0.18784,-0.19723,-0.223,-0.31222,-0.046806,0.033155,-0.088872,-0.0066345,0.20161,0.3289,0.1979,-0.083674,-0.013053
0.48778,-0.45422,-0.19366,-0.12144,0.46428,0.46664,-0.21614,0.95552,0.066236,0.37224,-0.25913,-0.069908,0.38374,-0.42257,0.40435,-0.3327,0.28818,0.27586,0.3789,0.12178,0.38343,0.37038,-0.21949,0.27224,0.28363,0.31831,0.4027,-0.0004721,0.20971,0.30495,0.052492,-0.029752,0.043456,-0.036295,0.1949,-0.099718,-0.035746,-0.065902,-0.14719,0.20965,0.19108,-0.11085,0.29385,0.30471,0.11252,0.31622,0.14372,-0.15237,0.003509,0.27035,0.21907,-0.13315,0.1337,0.29518,-0.028317,0.19723,-0.21273,-0.20594,-0.29619,0.021798,0.093831,-0.015344,-0.19869,-0.17069,0.18834,0.20658,0.27877,0.12067,0.27123,-0.07943,0.044597,-0.084956,-0.048904,0.057576,0.090288,0.19214,0.057337,0.2669,0.20829,-0.027419,-0.15482,-0.035173,0.18665,-0.035641,0.19178,0.092775,-0.2472,0.080563,0.11549,0.11361,-0.00095928,0.16505,-0.12672,-0.037666,-0.017803,-0.13011,-0.27566,-0.048677,-0.048274,0.013174
-0.10121,0.26501,0.66892,0.42023,-0.046428,0.081124,0.099202,0.066236,1.0979,-0.097058,-0.23611,-0.41469,-0.26969,0.13398,-0.18765,0.083673,0.00053014,-0.18031,0.039254,0.083046,-0.18158,-0.14227,0.097446,-0.17035,0.054602,-0.093839,-0.086223,0.49977,-0.13703,-0.12154,0.025011,-0.094495,-0.23131,0.10461,-0.23745,0.48232,0.27544,0.12737,0.25102,-0.21437,0.013102,0.03084,-0.055739,-0.15829,0.3434,-0.078947,-0.033252,0.1138,-0.087707,-0.15825,-0.068738,0.2516,-0.018054,0.1543,0.2476,-0.034649,0.056804,0.058525,0.25436,-0.27894,-0.27407,-0.02025,0.19508,0.10862,-0.11221,-0.099361,-0.1374,-0.16914,-0.20076,0.10085,-0.089065,0.12016,-0.024476,-0.13411,0.090271,-0.12052,-0.084497,-0.11352,-0.25441,0.19609,0.13071,0.048777,-0.14064,0.0783,-0.29589,-0.23091,0.12121,0.11021,-0.13603,-0.14072,0.12589,0.058965,0.082596,0.2874,-0.18621,0.1236,0.10242,-0.085164,0.017458,0.050186
0.57555,-0.60193,-0.11759,-0.17585,0.46866,0.36718,-0.41084,0.37224,-0.097058,0.95002,-0.27316,-0.16476,0.44504,-0.47844,0.50624,-0.39899,0.40868,0.25601,0.46218,0.20508,0.45124,0.39039,-0.19874,0.21725,0.11126,0.26134,0.35878,-0.02323,0.18615,0.24249,0.25621,-0.013167,0.14511,-0.041141,0.17332,0.047121,-0.15717,-0.17745,-0.25142,0.28534,0.26304,-0.22473,0.19639,0.40022,-0.099873,0.29556,0.054094,-0.2476,0.011739,0.32748,0.11227,-0.25409,0.18212,0.25188,-0.080409,0.26086,-0.23935,-0.17515,-0.26907,-0.024855,0.13258,-0.018308,-0.27209,-0.20217,0.16961,0.18692,0.32302,0.014535,0.2613,0.0033969,0.10136,-0.02739,0.039773,0.14287,0.11707,0.32368,0.043913,0.2762,0.29149,-0.049813,-0.2499,-0.02606,0.1398,0.0031555,0.18111,0.15673,-0.19427,0.13637,0.16895,0.21316,0.139,0.036985,-0.2063,0.011581,0.081348,-0.15745,-0.30869,-0.11687,0.059267,-0.0013971
